,Representative,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,return_after_trade
366,Markwayne Mullin,2024-01-26,2024-01-04,OLLI,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-28,0.0
367,Markwayne Mullin,2024-01-26,2024-01-02,AAPL,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2024-01-28,0.0
368,Markwayne Mullin,2024-01-26,2024-01-02,META,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-28,0.0
369,Markwayne Mullin,2024-01-26,2024-01-02,AMD,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-28,0.0
370,Markwayne Mullin,2024-01-26,2024-01-02,ADBE,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-28,0.0
371,Markwayne Mullin,2024-01-26,2024-01-02,NVDA,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-28,0.0
372,Markwayne Mullin,2024-01-26,2024-01-02,AMAT,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-28,0.0
373,Markwayne Mullin,2024-01-26,2024-01-02,LRCX,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-28,0.0
384,Lindsey Graham,2024-01-26,2024-01-26,VIG,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2024-01-26,0.0
385,Lindsey Graham,2024-01-26,2024-01-26,USFR,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-26,0.0
388,Blake Moore,2024-01-24,2024-01-19,VUG,Purchase,"$100,001 - $250,000",Representatives,100001.0,R,2024-01-24,0.2355450805798926
389,Blake Moore,2024-01-24,2024-01-19,BAC,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.2431772380319077
390,Blake Moore,2024-01-24,2024-01-19,SPY,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,0.5438892542467083
391,Blake Moore,2024-01-24,2024-01-19,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.5738269009844982
392,Blake Moore,2024-01-24,2024-01-19,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,-0.1696667511849293
393,Blake Moore,2024-01-24,2024-01-19,RTX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.6202979240697473
394,Blake Moore,2024-01-24,2024-01-19,BRK.B,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,0.0
395,Blake Moore,2024-01-24,2024-01-19,HQY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.019073386421452
396,Blake Moore,2024-01-24,2024-01-19,AMZN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.5609771850602181
397,Blake Moore,2024-01-24,2024-01-19,SPY,Purchase,"$100,001 - $250,000",Representatives,100001.0,R,2024-01-24,0.5438892542467083
398,Blake Moore,2024-01-24,2024-01-19,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,2.1882229149147223
399,Blake Moore,2024-01-24,2024-01-19,VUG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.2355450805798926
400,Blake Moore,2024-01-24,2024-01-19,BABA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,-1.7952108097161967
401,Blake Moore,2024-01-24,2024-01-19,AXP,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,1.210849161185426
402,Blake Moore,2024-01-24,2024-01-19,META,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.6347531075673125
403,Blake Moore,2024-01-24,2024-01-19,META,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.6347531075673125
404,Blake Moore,2024-01-24,2024-01-19,JNJ,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.3774476719836607
405,Blake Moore,2024-01-24,2024-01-19,BAC,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.2431772380319077
406,Blake Moore,2024-01-24,2024-01-19,BRK.B,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.0
407,Blake Moore,2024-01-24,2024-01-19,MSFT,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,0.5738269009844982
408,Blake Moore,2024-01-24,2024-01-19,AMZN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.5609771850602181
409,Blake Moore,2024-01-24,2024-01-19,AXP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.210849161185426
410,Blake Moore,2024-01-24,2024-01-19,SPY,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,0.5438892542467083
411,Blake Moore,2024-01-24,2024-01-19,DIS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.4545461073278743
412,Blake Moore,2024-01-24,2024-01-19,JNJ,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.3774476719836607
413,Blake Moore,2024-01-24,2024-01-19,DIS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.4545461073278743
414,Blake Moore,2024-01-24,2024-01-19,BRK.B,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.0
415,Blake Moore,2024-01-24,2024-01-19,GOOG,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,2.1882229149147223
416,Blake Moore,2024-01-24,2024-01-19,HQY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.019073386421452
417,Blake Moore,2024-01-24,2024-01-19,AXP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.210849161185426
418,Blake Moore,2024-01-24,2024-01-19,META,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,0.6347531075673125
419,Blake Moore,2024-01-24,2024-01-19,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.5738269009844982
420,Blake Moore,2024-01-24,2024-01-19,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,-0.1696667511849293
421,Blake Moore,2024-01-24,2024-01-19,AAPL,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,-0.1696667511849293
422,Blake Moore,2024-01-24,2024-01-19,AMZN,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-24,0.5609771850602181
423,Blake Moore,2024-01-24,2024-01-19,VUG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,0.2355450805798926
424,Blake Moore,2024-01-24,2024-01-19,RTX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,1.6202979240697473
425,Blake Moore,2024-01-24,2024-01-09,BA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-24,-5.720823668174897
430,Michael C. Burgess,2024-01-22,2024-01-10,RY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-23,0.32339535593073454
431,Michael C. Burgess,2024-01-22,2024-01-10,RY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-23,0.32339535593073454
432,Michael C. Burgess,2024-01-22,2024-01-02,ILMN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-23,1.3464826119248838
433,Michael C. Burgess,2024-01-22,2024-01-02,AMGN,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,-0.08060355850148618
434,Michael C. Burgess,2024-01-22,2024-01-02,VLO,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,-0.007740479564661248
435,Michael C. Burgess,2024-01-22,2024-01-02,PANW,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,-0.4252860542920659
436,Michael C. Burgess,2024-01-22,2024-01-02,ILMN,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,1.3464826119248838
437,Michael C. Burgess,2024-01-22,2024-01-02,AMD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-23,0.1427075179071669
438,Michael C. Burgess,2024-01-22,2024-01-02,BX,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,-1.6450341768112324
439,Michael C. Burgess,2024-01-22,2024-01-02,ILMN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-23,1.3464826119248838
440,Michael C. Burgess,2024-01-22,2024-01-02,XOM,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,1.1258045555885552
475,Judy Chu,2024-01-21,2024-01-10,AMEH,Purchase,"$100,001 - $250,000",Representatives,100001.0,D,2024-01-22,0.0
476,Judy Chu,2024-01-21,2024-01-10,AMEH,Sale,"$100,001 - $250,000",Representatives,100001.0,D,2024-01-22,0.0
480,Rick Larsen,2024-01-19,2024-01-09,ZTS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,0.0
481,Rick Larsen,2024-01-19,2024-01-09,BMY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,0.0
482,Rick Larsen,2024-01-19,2024-01-09,CL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,0.0
483,Rick Larsen,2024-01-19,2024-01-09,HSY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,0.0
534,Mark Dr Green,2024-01-17,2024-01-11,NGL,Sale,"$100,001 - $250,000",Representatives,100001.0,R,2024-01-17,1.9999980926513672
